1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2023,71109TLSPR3333M,110000540317,CALUMET SHREVEPORT REFINING LLC,3333 MIDWAY ST,SHREVEPORT,CADDO PARISH,LA,71109,,,32.470833,-93.790833,NAD 83.00,CALUMET REFINING LLC,NA,CALUMET SPECIALTY PRODUCTS LP,NA,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1323222234460,n-Hexane,NO,110543,110-54-3,26740,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,555.500,65084.400,12.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56.500,65708.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65708.900,0.000,0.000,65708.900,0.000,0.000,149821.100,0.000,523727.000,0.000,89.800,0.000,739346.800,,PRODUCTION,0.900
2023,70734BSFCRRIVER,110070834884,BASF CORP,8404 HWY 75,GEISMAR,ASCENSION PARISH,LA,70734,,,30.197900,-91.003500,NAD 83.00,BASF CORP,71014385,BASF CORP,BASF SE,315000554,BASF SE,NO,325,Chemicals,,,,,,,325611,325320,325194,,,,1323222290874,Toluene,NO,108883,108-88-3,25452,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,2030.000,20400.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22443.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1160220.000,0.000,0.000,0.000,0.000,1160220.000,0.000,1160220.000,22443.000,0.000,0.000,22443.000,0.000,0.000,0.000,0.000,0.000,0.000,385000.000,1160220.000,1567663.000,,PRODUCTION,1.300
2023,71301DRWDT1KOPP,110000450510,STELLA-JONES CORP,3600 KOPPERS ST,ALEXANDRIA,RAPIDES PARISH,LA,71302,,,31.284720,-92.432600,NAD 83.00,STELLA-JONES US HOLDING CORP,605929814,STELLA-JONES US HOLDING CORP,NA,,NA,NO,321,Wood Products,,,,,,,321114,,,,,,1323221802123,Polycyclic aromatic compounds,NO,N590,N590,649749,YES,PBT,NO,Non_Metal,YES,YES,NO,R,Pounds,2.400,7.200,0.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.500,0.693,0.007,0.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.100,0.000,0.000,0.000,0.000,0.000,1.793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,33.900,49.907,0.000,51.700,12.293,0.000,0.000,10.500,0.644,0.049,0.000,0.000,275825.800,0.000,70.400,49.907,275957.300,1.100,PRODUCTION,1.020
2023,70084LCLCX430NO,110017758381,EVONIK CORP,474 W 19TH ST,RESERVE,ST. JOHN THE BAPTIST PARISH,LA,70084,,,30.067930,-90.578260,NAD 83.00,EVONIK CORP,623992810,EVONIK CORP,RAG-STIFTUNG,312625019,RAG-STIFTUNG,NO,325,Chemicals,,,,,,,325613,,,,,,1323222220992,Methyl isobutyl ketone,NO,108101,108-10-1,24851,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,12.000,85.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,97.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1100.000,0.000,0.000,6200.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,160095.000,0.000,0.000,0.000,0.000,160095.000,0.000,166295.000,6297.000,0.000,0.000,97.000,5100.000,1100.000,0.000,0.000,0.000,0.000,4100.000,160095.000,170492.000,,PRODUCTION,0.800
2023,71018KRRMCLA7SO,110000597471,CALUMET COTTON VALLEY REFINING LLC CALUMET COTTON VALLEY,1756 OLD HWY 7,COTTON VALLEY,WEBSTER PARISH,LA,71018,,,32.800556,-93.412778,NAD 83.00,CALUMET REFINING LLC,NA,CALUMET SPECIALTY PRODUCTS LP,NA,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1323222092658,Ethylbenzene,NO,100414,100-41-4,19406,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,147.000,341.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,488.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.400,0.000,0.000,5.000,0.000,0.000,5.000,1.400,0.000,1.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.800,488.650,0.000,0.000,488.250,0.000,0.400,13.000,1.400,8.000,5.000,21.000,0.000,537.050,,PRODUCTION,0.940
2023,7005WRKMML355HW,110041625202,ARKEMA COATING RESINS,355 HIGHWAY 3142,HAHNVILLE,ST. CHARLES PARISH,LA,70057,,,29.985530,-90.447280,NAD 83.00,ARKEMA DELAWARE INC,622121697,ARKEMA DELAWARE INC,ARKEMA A SOCIÉTÉ ANONYME (S.A.),NA,ARKEMA A SOCIETE ANONYME (SA),NO,325,Chemicals,,,,,,,325510,,,,,,1323222054381,Vinyl acetate,NO,108054,108-05-4,24828,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,250.000,250.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,500.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,5.000,0.000,0.000,10.000,0.000,10.000,500.000,0.000,0.000,500.000,0.000,0.000,0.000,0.000,0.000,0.000,180000.000,10.000,180510.000,,PRODUCTION,0.970
2023,71082SPRRTHIGHW,110000606620,SUPERIOR TIE & TIMBER,14800 HWY 1,VIVIAN,CADDO PARISH,LA,71082,,,32.824665,-93.975708,NAD 83.00,CP (US) HOLDING CORP,NA,CP (US) HOLDING CORP,CANADIAN PACIFIC KANSAS CITY LTD,200198369,CANADIAN PACIFIC KANSAS CITY LTD,NO,321,Wood Products,,,,,,,321114,,,,,,1323221951027,Naphthalene,NO,91203,91-20-3,13326,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,7452.000,1772.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9224.000,9.520,85.700,95.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,89.700,0.000,99.220,9233.520,0.000,0.000,9224.000,3.810,5.710,0.000,0.000,8087.000,0.000,0.000,89.700,17410.220,,PRODUCTION,1.420
2023,70669PPGNDCOLUM,110000494894,WESTLAKE US 2 LLC,1300 PPG DR,WESTLAKE,CALCASIEU PARISH,LA,70669,,,30.223500,-93.286900,NAD 83.00,WESTLAKE CORP,783918485,WESTLAKE CORP,NA,,NA,NO,325,Chemicals,,,,,,,325180,221112,325199,,,,1323222047348,n-Hexane,NO,110543,110-54-3,26740,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,71301DRWDT1KOPP,110000450510,STELLA-JONES CORP,3600 KOPPERS ST,ALEXANDRIA,RAPIDES PARISH,LA,71302,,,31.284720,-92.432600,NAD 83.00,STELLA-JONES US HOLDING CORP,605929814,STELLA-JONES US HOLDING CORP,NA,,NA,NO,321,Wood Products,,,,,,,321114,,,,,,1323221802111,Creosote,NO,8001589,8001-58-9,156950,NO,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,3213.000,8201.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11432.000,0.000,14.000,14.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,152.000,0.000,0.000,0.000,321.000,487.000,0.000,497.000,11442.000,0.000,0.000,11432.000,0.000,0.000,0.000,0.000,2616092.000,0.000,1409.000,487.000,2629420.000,10.000,PRODUCTION,1.020
2023,7035WHLLBR54NRM,110066874154,HALLIBURTON PORT FOURCHON NORTH FACILITY,54 NORMAN DOUCET DR,GOLDEN MEADOW,LAFOURCHE PARISH,LA,70357,,,29.136806,-90.217028,NAD 83.00,HALLIBURTON ENERGY SERVICES INC,43296920,HALLIBURTON ENERGY SERVICES INC,NA,,NA,NO,325,Chemicals,,,,,,,325998,,,,,,1323221785227,Xylene (mixed isomers),NO,1330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,869.000,48.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,917.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2219.000,0.000,2219.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31522.000,31522.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33741.000,3136.000,0.000,0.000,917.000,0.000,2219.000,0.000,31522.000,0.000,0.000,0.000,0.000,34658.000,0.000,PRODUCTION,1.310
2023,70669CNCLKOLDSP,110000539757,PHILLIPS 66 LAKE CHARLES REFINERY,2200 OLD SPANISH TRAIL,WESTLAKE,CALCASIEU PARISH,LA,70669,,,30.242155,-93.274386,NAD 83.00,PHILLIPS 66 CO,78378508,PHILLIPS 66 CO,NA,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1323221980663,Vanadium compounds,NO,N770,N770,755389,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,0.000,176.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,176.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,176.000,0.000,0.000,176.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,176.000,,PRODUCTION,1.090
2023,7066WLSNNT221LD,110070879384,LOUISIANA INTEGRATED POLYETHYLENE JV LLC,2201 OLD SPANISH TRL,WESTLAKE,CALCASIEU PARISH,LA,70669,,,30.245020,-93.275630,NAD 83.00,NA,,NA,NA,,NA,NO,325,Chemicals,,,,,,,325199,325211,,,,,1323222123705,"1,2,4-Trimethylbenzene",NO,95636,95-63-6,16261,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,187.000,0.000,188.000,,ACTIVITY,1.280
2023,70079SHLLL1205R,110013831201,SHELL NORCO CHEMICAL PLANT,15536 RIVER RD,NORCO,ST. CHARLES PARISH,LA,70079,,,30.000964,-90.403863,NAD 83.00,SHELL OIL CO,NA,SHELL PETROLEUM INC,,,SHELL PLC,NO,324,Petroleum,,,,,,,324110,,,,,,1323222016964,Propylene,NO,115071,115-07-1,29009,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,8548.170,154.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8703.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8703.080,0.000,0.000,8703.080,0.000,0.000,0.000,0.000,0.000,0.000,1251433.000,0.000,1260136.080,,ACTIVITY,0.750
2023,71001CNGRBHWY80,110017782078,HOUSE OF RAEFORD FARMS PROCESSING PLANT-ARCADIA DIV,3867 2ND ST,ARCADIA,BIENVILLE PARISH,LA,71001,,,32.557930,-92.946548,NAD 83.00,HOUSE OF RAEFORD,NA,HOUSE OF RAEFORD,NA,,NA,NO,311,Food,,,,,,,311615,,,,,,1323222188056,Peracetic acid,NO,79210,79-21-0,7682,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1922.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1922.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1922.000,0.000,0.000,1922.000,0.000,0.000,0.000,0.000,0.000,0.000,197032.000,0.000,198954.000,,PRODUCTION,1.000
2023,70663WSTLK900HA,110043973509,WESTLAKE PETROCHEMICALS ETHYLENE,900 E HIGHWAY 108,SULPHUR,CALCASIEU PARISH,LA,70665,,,30.177000,-93.357000,NAD 83.00,WESTLAKE CHEMICAL CORP,608366308,WESTLAKE CORP,,,NA,NO,325,Chemicals,,,,,,,325211,,,,,,1323222058378,Naphthalene,NO,91203,91-20-3,13326,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0.000,1.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.600,0.000,0.000,1.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.600,,PRODUCTION,0.950
2023,70037CHVRNHIGHW,110000575244,CHEVRON ORONITE CO LLC - OAK POINT PLANT,10285 HIGHWAY 23,BELLE CHASSE,PLAQUEMINES PARISH,LA,70037,,,29.808250,-90.010000,NAD 83.00,CHEVRON CORP,1382555,CHEVRON CORP,NA,,NA,NO,325,Chemicals,,,,,,,325199,,,,,,1323222078091,Methanol,NO,67561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,31.290,3707.250,1624.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5362.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,602.030,0.000,0.000,0.000,0.000,0.000,0.000,602.030,0.000,0.000,0.000,0.000,0.000,0.000,35464.150,0.000,35464.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36066.180,5964.570,0.000,0.000,5362.540,36.530,0.000,0.000,35464.150,0.000,0.000,84938.630,0.000,125801.850,565.500,PRODUCTION,1.070
2023,71001HYNSNPOBOX,110001314257,HAYNES INTERNATIONAL INC,3786 2ND ST,ARCADIA,BIENVILLE PARISH,LA,71001,,,32.558990,-92.941410,NAD 83.00,HAYNES INTERNATIONAL INC,161178660,HAYNES INTERNATIONAL INC,NA,,NA,NO,331,Primary Metals,,,,,,,331491,,,,,,1323222010605,Nitric acid,NO,7697372,7697-37-2,152686,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,267.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,267.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,267.840,0.000,0.000,267.840,0.000,0.000,0.000,0.000,0.000,0.000,283061.000,0.000,283328.840,,PRODUCTION,1.180
2023,70522CLMBNHIGHW,110000449337,BIRLA CARBON USA INC,370 COLUMBIAN CHEMICALS LN,CENTERVILLE,ST. MARY PARISH,LA,70522,,,29.682045,-91.456159,NAD 83.00,ADITYA BIRLA GROUP,180544702,BIRLA CARBON USA INC,ADITYA BIRLA GROUP,NA,ADITYA BIRLA GROUP,NO,325,Chemicals,,,,,,,325180,,,,,,1323222160121,Polycyclic aromatic compounds,NO,N590,N590,649749,YES,PBT,NO,Non_Metal,YES,YES,NO,R,Pounds,0.000,29.480,0.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,234.510,0.000,264.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,264.870,0.000,0.000,264.870,0.000,0.000,0.000,0.000,0.000,0.000,202.740,0.000,467.610,,PRODUCTION,1.530
2023,70051STCKH3606H,110000597088,EVONIK SUPERABSORBER LLC,3606 HWY 44,GARYVILLE,ST. JOHN THE BAPTIST PARISH,LA,70051,,,30.045049,-90.610458,NAD 83.00,EVONIK INDUSTRIES,824868939,EVONIK CORP,NA,,RAG-STIFTUNG,NO,325,Chemicals,,,,,,,325199,,,,,,1323221866344,Acrylic acid,NO,79107,79-10-7,7617,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1810.000,3644.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5454.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5454.000,0.000,0.000,5454.000,0.000,0.000,0.000,0.000,0.000,0.000,182182.000,0.000,187636.000,,PRODUCTION,0.990
2023,70578BKRPT135IN,110000449435,BAKER PETROLITE-RAYNE FACILITY,135 INDUSTRIAL DR,RAYNE,ACADIA PARISH,LA,70578,,,30.230833,-92.306667,NAD 83.00,BAKER HUGHES HOLDINGS LLC,174987909,BAKER HUGHES HOLDINGS LLC,NA,,NA,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1323221773411,Xylene (mixed isomers),NO,1330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.034,496.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,496.524,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17114.000,0.000,17114.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17114.000,496.524,0.000,0.000,496.524,0.000,0.000,0.000,17114.000,0.000,0.000,0.000,0.000,17610.524,,PRODUCTION,1.100
2023,70734RBCNN9156H,110000597373,RUBICON LLC,9156 HIGHWAY 75,GEISMAR,ASCENSION PARISH,LA,70734,,,30.198900,-91.008500,NAD 83.00,NA,,NA,NA,,NA,NO,325,Chemicals,,,,,,,325194,325211,,,,,1323221998343,Propylene oxide,NO,75569,75-56-9,5660,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,240.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,260.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,260.000,0.000,0.000,260.000,0.000,0.000,0.000,0.000,0.000,0.000,200000.000,0.000,200260.000,,ACTIVITY,0.930
2023,70760BGCJN9951C,110000449792,BIG CAJUN 2,10431 CAJUN 2 RD (HWY 981),NEW ROADS,POINTE COUPEE PARISH,LA,70760,,,30.726100,-91.366900,NAD 83.00,CLECO CORPORATE HOLDINGS LLC,6948178,CLECO CORPORATE HOLDINGS LLC,NA,,NA,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1323221659853,Hydrogen fluoride,NO,7664393,7664-39-3,152371,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,13900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13900.000,0.000,0.000,13900.000,0.000,0.000,0.000,0.000,0.000,0.000,59258.000,0.000,73158.000,,PRODUCTION,0.610
2023,70560PRMPP5811C,110003348486,PERMA-PIPE OIL & GAS,5008-11 CURTIS LN,NEW IBERIA,IBERIA PARISH,LA,70560,,,29.945283,-91.844740,NAD 83.00,PERMA PIPE INTERNATIONAL HOLDINGS INC,606211977,PERMA PIPE INTERNATIONAL HOLDINGS INC,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326150,,,,,,1323222266367,Diisocyanates,NO,N120,N120,649715,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,PRODUCTION,44.990
